Models list | formula                          |       R.sq |           Q.sq |         MAE |   Model_id |
| ('PC6', 'PC7', 'PC13', 'PC14')   | 0.126412   | -inf           | -inf        |       3538 |
| ('PC6', 'PC7', 'PC12', 'PC20')   | 0.0758254  | -inf           | -inf        |       3537 |
| ('PC6', 'PC7', 'PC10', 'PC18')   | 0.15037    | -inf           | -inf        |       3518 |
| ('PC6', 'PC7', 'PC10', 'PC17')   | 0.212285   | -inf           | -inf        |       3517 |
| ('PC6', 'PC7', 'PC10', 'PC16')   | 0.126962   | -inf           | -inf        |       3516 |
| ('PC6', 'PC7', 'PC8', 'PC12')    | 0.199733   | -inf           | -inf        |       3491 |
| ('PC6', 'PC7', 'PC8', 'PC18')    | 0.209212   | -inf           | -inf        |       3497 |
| ('PC6', 'PC7', 'PC8', 'PC17')    | 0.271126   | -inf           | -inf        |       3496 |
| ('PC6', 'PC7', 'PC8', 'PC16')    | 0.185803   | -inf           | -inf        |       3495 |
| ('PC6', 'PC7', 'PC8', 'PC15')    | 0.185797   | -inf           | -inf        |       3494 |
| ('PC6', 'PC7', 'PC8', 'PC14')    | 0.204921   | -inf           | -inf        |       3493 |
| ('PC6', 'PC7', 'PC8', 'PC13')    | 0.234933   | -inf           | -inf        |       3492 |
| ('PC6', 'PC7', 'PC8', 'PC11')    | 0.18712    | -inf           | -inf        |       3490 |
| ('PC6', 'PC7', 'PC10', 'PC15')   | 0.126955   | -inf           | -inf        |       3515 |
| ('PC6', 'PC7', 'PC8', 'PC10')    | 0.2546     | -inf           | -inf        |       3489 |
| ('PC6', 'PC7', 'PC8', 'PC9')     | 0.188795   | -inf           | -inf        |       3488 |
| ('PC5', 'PC18', 'PC19', 'PC20')  | 0.0551937  | -inf           | -inf        |       3487 |
| ('PC5', 'PC17', 'PC19', 'PC20')  | 0.117108   | -inf           | -inf        |       3486 |
| ('PC5', 'PC17', 'PC18', 'PC20')  | 0.125614   | -inf           | -inf        |       3485 |
| ('PC5', 'PC17', 'PC18', 'PC19')  | 0.136785   | -inf           | -inf        |       3484 |
| ('PC6', 'PC7', 'PC8', 'PC19')    | 0.200706   | -inf           | -inf        |       3498 |
| ('PC6', 'PC7', 'PC8', 'PC20')    | 0.189535   | -inf           | -inf        |       3499 |
| ('PC6', 'PC7', 'PC9', 'PC10')    | 0.129953   | -inf           | -inf        |       3500 |
| ('PC6', 'PC7', 'PC9', 'PC11')    | 0.0624726  | -inf           | -inf        |       3501 |
| ('PC6', 'PC7', 'PC9', 'PC12')    | 0.0750854  | -inf           | -inf        |       3502 |
| ('PC6', 'PC7', 'PC9', 'PC13')    | 0.110285   | -inf           | -inf        |       3503 |
| ('PC6', 'PC7', 'PC9', 'PC14')    | 0.0802739  | -inf           | -inf        |       3504 |
| ('PC6', 'PC7', 'PC9', 'PC15')    | 0.0611496  | -inf           | -inf        |       3505 |
| ('PC6', 'PC7', 'PC9', 'PC16')    | 0.0611559  | -inf           | -inf        |       3506 |
| ('PC6', 'PC7', 'PC9', 'PC17')    | 0.146479   | -inf           | -inf        |       3507 |
| ('PC6', 'PC7', 'PC9', 'PC18')    | 0.0845643  | -inf           | -inf        |       3508 |
| ('PC6', 'PC7', 'PC9', 'PC19')    | 0.0760585  | -inf           | -inf        |       3509 |
| ('PC6', 'PC7', 'PC9', 'PC20')    | 0.0648873  | -inf           | -inf        |       3510 |
| ('PC6', 'PC7', 'PC10', 'PC11')   | 0.128278   | -inf           | -inf        |       3511 |
| ('PC6', 'PC7', 'PC10', 'PC12')   | 0.140891   | -inf           | -inf        |       3512 |
| ('PC6', 'PC7', 'PC10', 'PC13')   | 0.176091   | -inf           | -inf        |       3513 |
| ('PC6', 'PC7', 'PC10', 'PC14')   | 0.14608    | -inf           | -inf        |       3514 |
| ('PC5', 'PC6', 'PC18', 'PC20')   | 0.0710254  | -inf           | -inf        |       3123 |
| ('PC4', 'PC13', 'PC18', 'PC20')  | 0.143209   | -inf           | -inf        |       2997 |
| ('PC5', 'PC6', 'PC17', 'PC20')   | 0.13294    | -inf           | -inf        |       3121 |
| ('PC4', 'PC7', 'PC14', 'PC17')   | 0.198778   | -inf           | -inf        |       2736 |
| ('PC4', 'PC7', 'PC15', 'PC18')   | 0.117739   | -inf           | -inf        |       2742 |
| ('PC4', 'PC7', 'PC15', 'PC17')   | 0.179654   | -inf           | -inf        |       2741 |
| ('PC4', 'PC7', 'PC15', 'PC16')   | 0.094331   | -inf           | -inf        |       2740 |
| ('PC4', 'PC7', 'PC14', 'PC20')   | 0.117187   | -inf           | -inf        |       2739 |
| ('PC4', 'PC7', 'PC14', 'PC19')   | 0.128358   | -inf           | -inf        |       2738 |
| ('PC4', 'PC7', 'PC14', 'PC18')   | 0.136864   | -inf           | -inf        |       2737 |
| ('PC4', 'PC7', 'PC14', 'PC16')   | 0.113455   | -inf           | -inf        |       2735 |
| ('PC4', 'PC7', 'PC15', 'PC20')   | 0.0980624  | -inf           | -inf        |       2744 |
| ('PC4', 'PC7', 'PC14', 'PC15')   | 0.113449   | -inf           | -inf        |       2734 |
| ('PC4', 'PC7', 'PC13', 'PC20')   | 0.147198   | -inf           | -inf        |       2733 |
| ('PC4', 'PC7', 'PC13', 'PC19')   | 0.158369   | -inf           | -inf        |       2732 |
| ('PC4', 'PC7', 'PC13', 'PC18')   | 0.166875   | -inf           | -inf        |       2731 |
| ('PC4', 'PC7', 'PC13', 'PC17')   | 0.22879    | -inf           | -inf        |       2730 |
| ('PC4', 'PC7', 'PC13', 'PC16')   | 0.143467   | -inf           | -inf        |       2729 |
| ('PC4', 'PC7', 'PC15', 'PC19')   | 0.109234   | -inf           | -inf        |       2743 |
| ('PC4', 'PC7', 'PC16', 'PC17')   | 0.17966    | -inf           | -inf        |       2745 |
| ('PC4', 'PC7', 'PC13', 'PC14')   | 0.162585   | -inf           | -inf        |       2727 |
| ('PC4', 'PC7', 'PC19', 'PC20')   | 0.112971   | -inf           | -inf        |       2754 |
| ('PC4', 'PC8', 'PC9', 'PC15')    | 0.197564   | -inf           | -inf        |       2760 |
| ('PC4', 'PC8', 'PC9', 'PC14')    | 0.216688   | -inf           | -inf        |       2759 |
| ('PC4', 'PC8', 'PC9', 'PC13')    | 0.2467     | -inf           | -inf        |       2758 |
| ('PC4', 'PC8', 'PC9', 'PC12')    | 0.2115     | -inf           | -inf        |       2757 |
| ('PC4', 'PC8', 'PC9', 'PC11')    | 0.198887   | -inf           | -inf        |       2756 |
| ('PC4', 'PC8', 'PC9', 'PC10')    | 0.266367   | -inf           | -inf        |       2755 |
| ('PC4', 'PC7', 'PC18', 'PC20')   | 0.121477   | -inf           | -inf        |       2753 |
| ('PC4', 'PC7', 'PC16', 'PC18')   | 0.117746   | -inf           | -inf        |       2746 |
| ('PC4', 'PC7', 'PC18', 'PC19')   | 0.132648   | -inf           | -inf        |       2752 |
| ('PC4', 'PC7', 'PC17', 'PC20')   | 0.183392   | -inf           | -inf        |       2751 |
| ('PC4', 'PC7', 'PC17', 'PC19')   | 0.194563   | -inf           | -inf        |       2750 |
| ('PC4', 'PC7', 'PC17', 'PC18')   | 0.203069   | -inf           | -inf        |       2749 |
| ('PC4', 'PC7', 'PC16', 'PC20')   | 0.0980687  | -inf           | -inf        |       2748 |
| ('PC4', 'PC7', 'PC16', 'PC19')   | 0.10924    | -inf           | -inf        |       2747 |
| ('PC4', 'PC7', 'PC13', 'PC15')   | 0.14346    | -inf           | -inf        |       2728 |
| ('PC4', 'PC7', 'PC12', 'PC20')   | 0.111998   | -inf           | -inf        |       2726 |
| ('PC4', 'PC8', 'PC9', 'PC17')    | 0.282893   | -inf           | -inf        |       2762 |
| ('PC4', 'PC7', 'PC10', 'PC11')   | 0.164451   | -inf           | -inf        |       2700 |
| ('PC4', 'PC7', 'PC10', 'PC17')   | 0.248457   | -inf           | -inf        |       2706 |
| ('PC4', 'PC7', 'PC10', 'PC16')   | 0.163134   | -inf           | -inf        |       2705 |
| ('PC4', 'PC7', 'PC10', 'PC15')   | 0.163128   | -inf           | -inf        |       2704 |
| ('PC4', 'PC7', 'PC10', 'PC14')   | 0.182252   | -inf           | -inf        |       2703 |
| ('PC4', 'PC7', 'PC10', 'PC13')   | 0.212264   | -inf           | -inf        |       2702 |
| ('PC4', 'PC7', 'PC10', 'PC12')   | 0.177064   | -inf           | -inf        |       2701 |
| ('PC4', 'PC7', 'PC9', 'PC20')    | 0.10106    | -inf           | -inf        |       2699 |
| ('PC4', 'PC7', 'PC10', 'PC19')   | 0.178037   | -inf           | -inf        |       2708 |
| ('PC4', 'PC7', 'PC9', 'PC19')    | 0.112231   | -inf           | -inf        |       2698 |
| ('PC4', 'PC7', 'PC9', 'PC18')    | 0.120737   | -inf           | -inf        |       2697 |
| ('PC4', 'PC7', 'PC9', 'PC17')    | 0.182652   | -inf           | -inf        |       2696 |
| ('PC4', 'PC7', 'PC9', 'PC16')    | 0.0973288  | -inf           | -inf        |       2695 |
| ('PC4', 'PC7', 'PC9', 'PC15')    | 0.0973224  | -inf           | -inf        |       2694 |
| ('PC4', 'PC7', 'PC9', 'PC14')    | 0.116447   | -inf           | -inf        |       2693 |
| ('PC4', 'PC7', 'PC10', 'PC18')   | 0.186543   | -inf           | -inf        |       2707 |
| ('PC4', 'PC7', 'PC10', 'PC20')   | 0.166866   | -inf           | -inf        |       2709 |
| ('PC4', 'PC7', 'PC12', 'PC19')   | 0.123169   | -inf           | -inf        |       2725 |
| ('PC4', 'PC7', 'PC11', 'PC20')   | 0.0993854  | -inf           | -inf        |       2718 |
| ('PC4', 'PC7', 'PC12', 'PC18')   | 0.131675   | -inf           | -inf        |       2724 |
| ('PC4', 'PC7', 'PC12', 'PC17')   | 0.19359    | -inf           | -inf        |       2723 |
| ('PC4', 'PC7', 'PC12', 'PC16')   | 0.108267   | -inf           | -inf        |       2722 |
| ('PC4', 'PC7', 'PC12', 'PC15')   | 0.108261   | -inf           | -inf        |       2721 |
| ('PC4', 'PC7', 'PC12', 'PC14')   | 0.127385   | -inf           | -inf        |       2720 |
| ('PC4', 'PC7', 'PC12', 'PC13')   | 0.157396   | -inf           | -inf        |       2719 |
| ('PC4', 'PC7', 'PC11', 'PC19')   | 0.110557   | -inf           | -inf        |       2717 |
| ('PC4', 'PC7', 'PC11', 'PC12')   | 0.109584   | -inf           | -inf        |       2710 |
| ('PC4', 'PC7', 'PC11', 'PC18')   | 0.119062   | -inf           | -inf        |       2716 |
| ('PC4', 'PC7', 'PC11', 'PC17')   | 0.180977   | -inf           | -inf        |       2715 |
| ('PC4', 'PC7', 'PC11', 'PC16')   | 0.095654   | -inf           | -inf        |       2714 |
| ('PC4', 'PC7', 'PC11', 'PC15')   | 0.0956477  | -inf           | -inf        |       2713 |
| ('PC4', 'PC7', 'PC11', 'PC14')   | 0.114772   | -inf           | -inf        |       2712 |
| ('PC4', 'PC7', 'PC11', 'PC13')   | 0.144783   | -inf           | -inf        |       2711 |
| ('PC4', 'PC8', 'PC9', 'PC16')    | 0.19757    | -inf           | -inf        |       2761 |
| ('PC4', 'PC8', 'PC9', 'PC18')    | 0.220979   | -inf           | -inf        |       2763 |
| ('PC4', 'PC9', 'PC12', 'PC14')   | 0.102979   | -inf           | -inf        |       2834 |
| ('PC4', 'PC8', 'PC16', 'PC19')   | 0.209482   | -inf           | -inf        |       2808 |
| ('PC4', 'PC9', 'PC10', 'PC11')   | 0.140045   | -inf           | -inf        |       2814 |
| ('PC4', 'PC8', 'PC19', 'PC20')   | 0.213213   | -inf           | -inf        |       2813 |
| ('PC4', 'PC8', 'PC18', 'PC20')   | 0.221719   | -inf           | -inf        |       2812 |
| ('PC4', 'PC8', 'PC18', 'PC19')   | 0.23289    | -inf           | -inf        |       2811 |
| ('PC4', 'PC8', 'PC17', 'PC20')   | 0.283633   | -inf           | -inf        |       2810 |
| ('PC4', 'PC8', 'PC16', 'PC20')   | 0.19831    | -inf           | -inf        |       2809 |
| ('PC4', 'PC8', 'PC16', 'PC18')   | 0.217987   | -inf           | -inf        |       2807 |
| ('PC4', 'PC9', 'PC10', 'PC13')   | 0.187858   | -inf           | -inf        |       2816 |
| ('PC4', 'PC8', 'PC16', 'PC17')   | 0.279902   | -inf           | -inf        |       2806 |
| ('PC4', 'PC8', 'PC15', 'PC20')   | 0.198304   | -inf           | -inf        |       2805 |
| ('PC4', 'PC8', 'PC15', 'PC19')   | 0.209475   | -inf           | -inf        |       2804 |
| ('PC4', 'PC8', 'PC15', 'PC18')   | 0.217981   | -inf           | -inf        |       2803 |
| ('PC4', 'PC8', 'PC15', 'PC17')   | 0.279896   | -inf           | -inf        |       2802 |
| ('PC4', 'PC8', 'PC15', 'PC16')   | 0.194573   | -inf           | -inf        |       2801 |
| ('PC4', 'PC9', 'PC10', 'PC12')   | 0.152658   | -inf           | -inf        |       2815 |
| ('PC4', 'PC9', 'PC10', 'PC14')   | 0.157847   | -inf           | -inf        |       2817 |
| ('PC4', 'PC8', 'PC14', 'PC19')   | 0.2286     | -inf           | -inf        |       2799 |
| ('PC4', 'PC9', 'PC11', 'PC14')   | 0.0903663  | -inf           | -inf        |       2826 |
| ('PC4', 'PC9', 'PC11', 'PC20')   | 0.0749797  | -inf           | -inf        |       2832 |
| ('PC4', 'PC9', 'PC11', 'PC19')   | 0.086151   | -inf           | -inf        |       2831 |
| ('PC4', 'PC9', 'PC11', 'PC18')   | 0.0946567  | -inf           | -inf        |       2830 |
| ('PC4', 'PC9', 'PC11', 'PC17')   | 0.156571   | -inf           | -inf        |       2829 |
| ('PC4', 'PC9', 'PC11', 'PC16')   | 0.0712483  | -inf           | -inf        |       2828 |
| ('PC4', 'PC9', 'PC11', 'PC15')   | 0.071242   | -inf           | -inf        |       2827 |
| ('PC4', 'PC9', 'PC11', 'PC13')   | 0.120378   | -inf           | -inf        |       2825 |
| ('PC4', 'PC9', 'PC10', 'PC15')   | 0.138722   | -inf           | -inf        |       2818 |
| ('PC4', 'PC9', 'PC11', 'PC12')   | 0.0851779  | -inf           | -inf        |       2824 |
| ('PC4', 'PC9', 'PC10', 'PC20')   | 0.14246    | -inf           | -inf        |       2823 |
| ('PC4', 'PC9', 'PC10', 'PC19')   | 0.153631   | -inf           | -inf        |       2822 |
| ('PC4', 'PC9', 'PC10', 'PC18')   | 0.162137   | -inf           | -inf        |       2821 |
| ('PC4', 'PC9', 'PC10', 'PC17')   | 0.224052   | -inf           | -inf        |       2820 |
| ('PC4', 'PC9', 'PC10', 'PC16')   | 0.138729   | -inf           | -inf        |       2819 |
| ('PC4', 'PC8', 'PC14', 'PC20')   | 0.217428   | -inf           | -inf        |       2800 |
| ('PC4', 'PC8', 'PC14', 'PC18')   | 0.237105   | -inf           | -inf        |       2798 |
| ('PC4', 'PC8', 'PC9', 'PC19')    | 0.212473   | -inf           | -inf        |       2764 |
| ('PC4', 'PC8', 'PC10', 'PC19')   | 0.278279   | -inf           | -inf        |       2772 |
| ('PC4', 'PC8', 'PC11', 'PC16')   | 0.195896   | -inf           | -inf        |       2778 |
| ('PC4', 'PC8', 'PC11', 'PC15')   | 0.195889   | -inf           | -inf        |       2777 |
| ('PC4', 'PC8', 'PC11', 'PC14')   | 0.215014   | -inf           | -inf        |       2776 |
| ('PC4', 'PC8', 'PC11', 'PC13')   | 0.245025   | -inf           | -inf        |       2775 |
| ('PC4', 'PC8', 'PC11', 'PC12')   | 0.209825   | -inf           | -inf        |       2774 |
| ('PC4', 'PC8', 'PC10', 'PC20')   | 0.267107   | -inf           | -inf        |       2773 |
| ('PC4', 'PC8', 'PC10', 'PC18')   | 0.286784   | -inf           | -inf        |       2771 |
| ('PC4', 'PC8', 'PC11', 'PC18')   | 0.219304   | -inf           | -inf        |       2780 |
| ('PC4', 'PC8', 'PC10', 'PC16')   | 0.263376   | -inf           | -inf        |       2770 |
| ('PC4', 'PC8', 'PC10', 'PC15')   | 0.26337    | -inf           | -inf        |       2769 |
| ('PC4', 'PC8', 'PC10', 'PC14')   | 0.282494   | -inf           | -inf        |       2768 |
| ('PC4', 'PC8', 'PC10', 'PC12')   | 0.277306   | -inf           | -inf        |       2767 |
| ('PC4', 'PC8', 'PC10', 'PC11')   | 0.264693   | -inf           | -inf        |       2766 |
| ('PC4', 'PC8', 'PC9', 'PC20')    | 0.201302   | -inf           | -inf        |       2765 |
| ('PC4', 'PC8', 'PC11', 'PC17')   | 0.281219   | -inf           | -inf        |       2779 |
| ('PC4', 'PC8', 'PC11', 'PC19')   | 0.210798   | -inf           | -inf        |       2781 |
| ('PC4', 'PC8', 'PC14', 'PC16')   | 0.213697   | -inf           | -inf        |       2797 |
| ('PC4', 'PC8', 'PC13', 'PC14')   | 0.262826   | -inf           | -inf        |       2790 |
| ('PC4', 'PC8', 'PC14', 'PC15')   | 0.213691   | -inf           | -inf        |       2796 |
| ('PC4', 'PC8', 'PC13', 'PC20')   | 0.24744    | -inf           | -inf        |       2795 |
| ('PC4', 'PC8', 'PC13', 'PC19')   | 0.258611   | -inf           | -inf        |       2794 |
| ('PC4', 'PC8', 'PC13', 'PC18')   | 0.267117   | -inf           | -inf        |       2793 |
| ('PC4', 'PC8', 'PC13', 'PC16')   | 0.243708   | -inf           | -inf        |       2792 |
| ('PC4', 'PC8', 'PC13', 'PC15')   | 0.243702   | -inf           | -inf        |       2791 |
| ('PC4', 'PC8', 'PC12', 'PC20')   | 0.21224    | -inf           | -inf        |       2789 |
| ('PC4', 'PC8', 'PC11', 'PC20')   | 0.199627   | -inf           | -inf        |       2782 |
| ('PC4', 'PC8', 'PC12', 'PC19')   | 0.223411   | -inf           | -inf        |       2788 |
| ('PC4', 'PC8', 'PC12', 'PC18')   | 0.231917   | -inf           | -inf        |       2787 |
| ('PC4', 'PC8', 'PC12', 'PC16')   | 0.208508   | -inf           | -inf        |       2786 |
| ('PC4', 'PC8', 'PC12', 'PC15')   | 0.208502   | -inf           | -inf        |       2785 |
| ('PC4', 'PC8', 'PC12', 'PC14')   | 0.227626   | -inf           | -inf        |       2784 |
| ('PC4', 'PC8', 'PC12', 'PC13')   | 0.257638   | -inf           | -inf        |       2783 |
| ('PC4', 'PC7', 'PC9', 'PC13')    | 0.146458   | -inf           | -inf        |       2692 |
| ('PC4', 'PC7', 'PC9', 'PC12')    | 0.111258   | -inf           | -inf        |       2691 |
| ('PC4', 'PC7', 'PC9', 'PC11')    | 0.0986454  | -inf           | -inf        |       2690 |
| ('PC4', 'PC6', 'PC7', 'PC12')    | 0.139001   | -inf           | -inf        |       2593 |
| ('PC4', 'PC6', 'PC7', 'PC18')    | 0.14848    | -inf           | -inf        |       2599 |
| ('PC4', 'PC6', 'PC7', 'PC17')    | 0.210395   | -inf           | -inf        |       2598 |
| ('PC4', 'PC6', 'PC7', 'PC16')    | 0.125072   | -inf           | -inf        |       2597 |
| ('PC4', 'PC6', 'PC7', 'PC15')    | 0.125065   | -inf           | -inf        |       2596 |
| ('PC4', 'PC6', 'PC7', 'PC14')    | 0.14419    | -inf           | -inf        |       2595 |
| ('PC4', 'PC6', 'PC7', 'PC13')    | 0.174201   | -inf           | -inf        |       2594 |
| ('PC4', 'PC6', 'PC7', 'PC11')    | 0.126388   | -inf           | -inf        |       2592 |
| ('PC4', 'PC6', 'PC7', 'PC20')    | 0.128803   | -inf           | -inf        |       2601 |
| ('PC4', 'PC6', 'PC7', 'PC10')    | 0.193869   | -inf           | -inf        |       2591 |
| ('PC4', 'PC6', 'PC7', 'PC9')     | 0.128063   | -inf           | -inf        |       2590 |
| ('PC4', 'PC6', 'PC7', 'PC8')     | 0.25271    | -inf           | -inf        |       2589 |
| ('PC4', 'PC5', 'PC19', 'PC20')   | 0.0986925  | -inf           | -inf        |       2588 |
| ('PC4', 'PC5', 'PC18', 'PC20')   | 0.107198   | -inf           | -inf        |       2587 |
| ('PC4', 'PC5', 'PC18', 'PC19')   | 0.118369   | -inf           | -inf        |       2586 |
| ('PC4', 'PC6', 'PC7', 'PC19')    | 0.139974   | -inf           | -inf        |       2600 |
| ('PC4', 'PC6', 'PC8', 'PC9')     | 0.228305   | -inf           | -inf        |       2602 |
| ('PC4', 'PC5', 'PC17', 'PC19')   | 0.180284   | -inf           | -inf        |       2584 |
